loco_number,current_operator,vehicle_description,train_id,route,date_time_added,last_seen,lat,lon,source
VLINE8408,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8408,8408,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818192,144.950836,trains.json
VLINE8415,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8415,8415,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.84655,145.007278,trains.json
VLINE8417,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8417,8417,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.818489,144.967194,trains.json
VLINE8418,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8418,8418,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.89381,145.075287,trains.json
VLINE8457,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8457,8457,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-38.181992,146.2435,trains.json
VLINE8459,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8459,8459,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-38.06237,145.391174,trains.json
VLINE8460,,Bairnsdale - Melbourne Via Traralgon & Sale,8460,8460,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.817669,144.950897,trains.json
VLINE8702,,Geelong - Melbourne Via Geelong,8702,8702,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-38.21674,144.301102,trains.json
VLINE8725,,Geelong - Melbourne Via Geelong,8725,8725,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.215881,144.306351,trains.json
VLINE8727,,Geelong - Melbourne Via Geelong,8727,8727,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.15939,144.360489,trains.json
VLINE8731,,Geelong - Melbourne Via Geelong,8731,8731,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.793072,144.836594,trains.json
VLINE8733,,Geelong - Melbourne Via Geelong,8733,8733,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.78706,144.831558,trains.json
VLINE8735,,Geelong - Melbourne Via Geelong,8735,8735,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.815071,144.948837,trains.json
VLINE8742,,Geelong - Melbourne Via Geelong,8742,8742,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.816479,144.951767,trains.json
VLINE8744,,Geelong - Melbourne Via Geelong,8744,8744,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.81612,144.951279,trains.json
VLINE8746,,Geelong - Melbourne Via Geelong,8746,8746,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.799339,144.906174,trains.json
VLINE8748,,Geelong - Melbourne Via Geelong,8748,8748,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.829689,144.677979,trains.json
VLINE8750,,Geelong - Melbourne Via Geelong,8750,8750,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.15855,144.359314,trains.json
VLINE8819,,Geelong - Melbourne Via Geelong,8819,8819,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.872829,144.608261,trains.json
VLINE8863,,Geelong - Melbourne Via Geelong,8863,8863,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.774471,144.760468,trains.json
XP2001,,NSW Trainlink XPT,NT34,NT34 Casino Central,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.577037,151.62016,trains.json
XP2005,,NSW Trainlink XPT,NT31,NT31 Central Station (Sydney) Roma St (Brisbane),2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-27.757107,152.968587,trains.json
XP2006,,NSW Trainlink XPT,ST21,ST21 Central Southern Cross Station,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-36.085693,146.924333,trains.json
XP2008,,NSW TrainLink XPT,NT32,NT32 Roma St (Brisbane) Central Station (Sydney),2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-30.017887,152.995733,trains.json
XP2011,,NSW Trainlink XPT,ST22,ST22 Melbourne Southern Cross Central,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-34.724133,149.797107,trains.json
XP2013,,NSW TrainLink XPT,NT33,NT33 Central Casino,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-32.55191,151.614387,trains.json
XP2015,,NSW Trainlink XPT,WT27,WT27 Central Dubbo,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-33.495683,149.718867,trains.json
XRN003,,ORA Light Engine,D480,D480,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-32.867413,151.755373,trains.json
XRN005,,ORA Coal,MN126,MN126 Mangoola PWCS Kooragang,2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-32.32078,150.7456,trains.json
XRN009,,ORA Coal,MN247,MN247 PWCS Kooragang Mangoola,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.867377,151.752653,trains.json
XRN010,,ORA Light Engine,D481,D481,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-32.475077,151.131267,trains.json
XRN017,,ORA Coal,MO173,MO173 PWCS Kooragang Mount Owen,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-32.408553,151.094267,trains.json
XRN018,,ORA Coal,RV262,RV262 Ravensworth PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.86787,151.756173,trains.json
XRN021,,ORA Coal,UL205,UL205 PWCS Kooragang Ulan,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.630367,151.22772,trains.json
XRN022,,ORA Coal,UL338,UL338 Ulan PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.414633,150.330907,trains.json
XRN028,,ORA Coal,MN346,MN346 Mangoola PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.423097,151.05156,trains.json
XRN029,,ORA Coal,UL121,UL121 PWCS Kooragang Ulan,2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-32.272563,149.76888,trains.json
